scientific_name,habitat,tl,source_rows
Petrocephalus bane,demersal,3.2,1
Petrocephalus bovei,demersal,3.25,1
Petrocephalus catostoma,demersal,3.36,1
Petrochromis ephippium,demersal,2.0,1
Petrochromis famula,benthopelagic,2.0,1
Petrochromis fasciolatus,benthopelagic,2.0,1
Petrochromis macrognathus,demersal,2.0,1
Petrochromis orthognathus,benthopelagic,2.0,1
Petrochromis polyodon,benthopelagic,2.0,1
Petrochromis trewavasae,benthopelagic,2.05,1
Petroleuciscus borysthenicus,benthopelagic,3.06,1
Petromyzon marinus,demersal,4.37,1
Petroscirtes breviceps,reef-associated,2.06,1
Petroscirtes mitratus,reef-associated,2.0,1
Petroscirtes variabilis,reef-associated,3.1,1
Petrotilapia genalutea,demersal,2.0,1
Petrotilapia nigra,demersal,2.0,1
Petrus rupestris,demersal,4.5,1
Phaeophyceae,Seaweed,1.0,1
Phaethon aethereus,others,4.33,1
Phaethon lepturus,others,4.36,1
Phaethon rubricauda,others,4.26,1
Phaetusa simplex,others,3.5,1
Phago loricatus,demersal,3.73,1
Phalacrocorax africanus,others,4.18,1
Phalacrocorax albiventer,others,4.22,1
Phalacrocorax aristotelis,others,4.25,1
Phalacrocorax atriceps,others,4.17,1
Phalacrocorax auritus,others,4.4,1
Phalacrocorax bougainvillii,others,4.29,1
Phalacrocorax brasilianus,others,3.97,1
Phalacrocorax campbelli,others,4.5,1
Phalacrocorax capensis,others,4.17,1
Phalacrocorax capillatus,others,4.5,1
Phalacrocorax carbo,others,4.41,1
Phalacrocorax carunculatus,others,4.14,1
Phalacrocorax chalconotus,others,4.18,1
Phalacrocorax colensoi,others,4.5,1
Phalacrocorax coronatus,others,4.17,1
Phalacrocorax featherstoni,others,4.18,1
Phalacrocorax fuscescens,others,4.19,1
Phalacrocorax fuscicollis,others,4.21,1
Phalacrocorax gaimardi,others,4.16,1
Phalacrocorax georgianus,others,4.32,1
Phalacrocorax harrisi,others,4.16,1
Phalacrocorax magellanicus,others,4.34,1
Phalacrocorax melanoleucos,others,4.53,1
Phalacrocorax neglectus,others,4.5,1
Phalacrocorax niger,others,4.41,1
Phalacrocorax nigrogularis,others,4.14,1
Phalacrocorax onslowi,others,4.17,1
Phalacrocorax pelagicus,others,4.2,1
Phalacrocorax penicillatus,others,4.49,1
Phalacrocorax punctatus,others,4.15,1
Phalacrocorax purpurascens,others,4.3,1
Phalacrocorax pygmaeus,others,4.5,1
Phalacrocorax ranfurlyi,others,4.17,1
Phalacrocorax sulcirostris,others,4.16,1
Phalacrocorax urile,others,4.25,1
Phalacrocorax varius,others,4.53,1
Phalacrocorax verrucosus,others,3.1,1
Phalacronotus apogon,benthopelagic,4.5,1
Phalacronotus bleekeri,demersal,4.5,1
Phalacronotus micronemus,benthopelagic,4.03,1
Phalium areola,benthic,3.506,1
Phallichthys amates,demersal,2.29,1
Phallichthys quadripunctatus,pelagic,2.0,1
Phallichthys tico,pelagic,2.4,1
Phalloceros caudimaculatus,pelagic,2.97,1
Phanogenia gracilis,reef-associated,3.92,1
Pharyngochromis darlingi,demersal,3.23,1
Phenacogaster megalostictus,benthopelagic,3.2,1
Phenacogrammus interruptus,benthopelagic,3.01,1
Phenacoscorpius megalops,bathydemersal,4.01,1
Phenacostethus smithi,benthopelagic,3.5,1
Pherallodichthys meshimaensis,demersal,3.54,1
Phidiana hiltoni,demersal,4.2,1
Philinopsis cyanea,demersal,3.37,1
Philypnodon grandiceps,demersal,3.75,1
Phoca vitulina,bathydemersal,4.5,1
Phocoena dioptrica,pelagic,4.07,1
Phocoena phocoena,pelagic,4.5,1
Phocoenoides dalli,pelagic,4.5,1
Phoebastria albatrus,others,4.07,1
Phoebastria immutabilis,others,4.19,1
Phoebastria irrorata,others,4.01,1
Phoebastria nigripes,others,4.09,1
Phoebetria fusca,others,3.93,1
Phoebetria palpebrata,others,4.12,1
Pholis fasciata,demersal,3.27,1
Pholis gunnellus,demersal,3.54,1
Pholis laeta,demersal,3.27,1
Pholis nebulosa,demersal,3.15,1
Pholis ornata,demersal,3.55,1
Pholoe minuta,benthic,2.0,1
Phoronis muelleri,sessile,2.0,1
Phosichthys argenteus,bathypelagic,4.02,1
Photis longicaudata,benthic,2.7,1
Photis longipes,benthic,2.0,1
Photis pollex,benthic,2.0,1
Photis tenuicornis,benthic,2.0,1
Photonectes leucospilus,bathypelagic,4.2,1
Photonectes margarita,bathypelagic,4.03,1
Photopectoralis bindus,demersal,2.93,1
Photostomias guernei,bathypelagic,3.49,1
Phoxinus phoxinus,demersal,3.2,1
Phoxocephalus holbolli,benthic,2.0,1
Phractocephalus hemioliopterus,demersal,4.15,1
Phractolaemus ansorgii,benthopelagic,2.26,1
Phrynorhombus norvegicus,benthopelagic,3.98,1
Phtisica marina,demersal,2.55,1
Phycis blennoides,benthopelagic,3.87,1
Phycis chesteri,benthopelagic,3.17,1
Phycis phycis,benthopelagic,4.25,1
Phycis spp,benthopelagic,3.76,1
Phycodurus eques,reef-associated,3.33,1
Phyllodesmium poindimiei,benthic,4.368,1
Phyllonemus typus,demersal,4.04,1
Phyllopteryx taeniolatus,reef-associated,3.5,1
Phyllorhiza punctata,pelagic,3.0,1
Physalia physalis,pelagic,4.0,1
Physeter macrocephalus,pelagic,4.5,1
Physiculus capensis,benthopelagic,3.03,1
Physiculus japonicus,bathydemersal,4.2,1
Physiculus nematopus,demersal,3.4,1
Phytichthys chirus,demersal,2.61,1
Piabucus dentatus,benthopelagic,3.5,1
Piaractus brachypomus,pelagic,2.52,1
Piaractus mesopotamicus,demersal,2.0,1
Pictichromis diadema,reef-associated,3.5,1
Pictichromis paccagnellae,reef-associated,3.5,1
Pictichromis porphyrea,reef-associated,3.5,1
Pimelodella cristata,demersal,3.62,1
Pimelodella geryi,demersal,3.63,1
Pimelodella gracilis,demersal,3.24,1
Pimelodella hasemani,demersal,3.54,1
Pimelodina flavipinnis,demersal,3.2,1
Pimelodus absconditus,benthopelagic,3.48,1
Pimelodus blochii,benthopelagic,3.11,1
Pimelodus maculatus,benthopelagic,2.87,1
Pimelodus navarroi,benthopelagic,3.52,1
Pimephales notatus,demersal,2.66,1
Pimephales promelas,demersal,2.42,1
Pinctada margaritifera,benthic,2.0,1
Pingalla gilberti,benthopelagic,2.0,1
Pingalla lorentzi,benthopelagic,2.0,1
Pingalla midgleyi,benthopelagic,2.0,1
Pinguipes chilensis,demersal,3.53,1
Pinirampus pirinampu,demersal,4.5,1
Pinjalo lewisi,reef-associated,3.34,1
Pinjalo pinjalo,reef-associated,3.45,1
Pisaster brevispinus,benthic,3.77,1
Pisaster giganteus,benthic,3.37,1
Pisaster ochraceus,benthic,3.38,1
Pisione remota,benthic,2.0,1
Pisodonophis boro,demersal,4.03,1
Pisodonophis semicinctus,demersal,3.55,1
Placidochromis electra,demersal,2.79,1
Placidochromis hennydaviesae,demersal,3.31,1
Placidochromis johnstoni,demersal,3.5,1
Placidochromis longimanus,demersal,2.0,1
Placidochromis milomo,demersal,3.34,1
Placidochromis subocularis,demersal,3.43,1
Plagiogeneion rubiginosum,bathydemersal,3.4,1
Plagiogrammus hopkinsii,demersal,3.41,1
Plagiopsetta glossa,demersal,3.5,1
Plagioscion auratus,benthopelagic,3.54,1
Plagioscion montei,pelagic,3.61,1
Plagioscion squamosissimus,benthopelagic,4.35,1
Plagioscion surinamensis,benthopelagic,4.5,1
Plagiotremus azaleus,reef-associated,4.42,1
Plagiotremus ewaensis,reef-associated,4.2,1
Plagiotremus laudandus,reef-associated,4.4,1
Plagiotremus rhinorhynchos,reef-associated,4.5,1
Plagiotremus tapeinosoma,reef-associated,3.84,1
Plagopterus argentissimus,demersal,3.1,1
Planes major,pelagic,3.27,1
Platanichthys platana,pelagic,3.03,1
Platax batavianus,reef-associated,3.5,1
Platax orbicularis,reef-associated,3.33,1
Platax pinnatus,reef-associated,3.3,1
Platax teira,reef-associated,3.95,1
Platichthys flesus,demersal,3.32,1
Platichthys stellatus,demersal,3.58,1
Platybelone argalus argalus,reef-associated,4.47,1
Platybelone argalus platyura,reef-associated,4.2,1
Platybelone argalus pterura,pelagic-oceanic,4.2,1
Platybelone argalus trachura,pelagic-neritic,4.2,1
Platybelone lovii,pelagic-oceanic,4.2,1
Platycephalus bassensis,demersal,4.31,1
Platycephalus conatus,demersal,4.04,1
Platycephalus endrachtensis,demersal,4.4,1
Platycephalus fuscus,demersal,4.06,1
Platycephalus grandispinis,demersal,3.83,1
Platycephalus indicus,reef-associated,3.6,1
Platycephalus laevigatus,demersal,3.83,1
Platycephalus richardsoni,demersal,3.87,1
Platycephalus speculator,demersal,4.0,1
Platydoras costatus,demersal,3.04,1
Platydoras hancockii,demersal,2.0,1
Platygillellus altivelis,demersal,4.02,1
Platygillellus bussingi,demersal,4.01,1
Platygillellus rubellulus,demersal,3.5,1
Platygobio gracilis,demersal,4.17,1
Platyrhina sinensis,demersal,3.5,1
Platyrhinoidis triseriata,demersal,3.42,1
Platysilurus malarmo,demersal,4.5,1
Plaxiphora aurata,benthic,2.0,1
Plecodus elaviae,demersal,4.4,1
Plecodus multidentatus,demersal,4.4,1
Plecodus paradoxus,demersal,4.4,1
Plecodus straeleni,demersal,4.3,1
Plecoglossus altivelis altivelis,demersal,3.0,1
Plectorhinchus albovittatus,reef-associated,4.0,1
Plectorhinchus chaetodonoides,reef-associated,3.83,1
Plectorhinchus chrysotaenia,reef-associated,3.5,1
Plectorhinchus cinctus,reef-associated,3.51,1
Plectorhinchus diagrammus,reef-associated,3.39,1
Plectorhinchus flavomaculatus,reef-associated,3.99,1
Plectorhinchus gaterinus,reef-associated,3.99,1
Plectorhinchus gibbosus,reef-associated,3.57,1
Plectorhinchus lineatus,reef-associated,3.88,1
Plectorhinchus mediterraneus,demersal,3.49,1
Plectorhinchus multivittatus,reef-associated,4.0,1
Plectorhinchus obscurus,reef-associated,3.48,1
Plectorhinchus pictus,reef-associated,3.85,1
Plectorhinchus picus,reef-associated,3.85,1
Plectorhinchus playfairi,reef-associated,3.33,1
Plectorhinchus polytaenia,reef-associated,3.99,1
Plectorhinchus sordidus,reef-associated,3.99,1
Plectranthias altipinnatus,reef-associated,3.5,1
Plectranthias anthioides,reef-associated,3.95,1
Plectranthias fourmanoiri,reef-associated,3.83,1
Plectranthias japonicus,demersal,4.02,1
Plectranthias longimanus,reef-associated,3.5,1
Plectranthias sagamiensis,demersal,3.5,1
Plectranthias yamakawai,demersal,4.03,1
Plectrochilus machadoi,benthopelagic,4.2,1
Plectroglyphidodon dickii,reef-associated,3.68,1
Plectroglyphidodon imparipennis,reef-associated,3.23,1
Plectroglyphidodon johnstonianus,reef-associated,3.35,1
Plectroglyphidodon lacrymatus,reef-associated,2.22,1
Plectroglyphidodon leucozonus,reef-associated,2.0,1
Plectroglyphidodon phoenixensis,reef-associated,2.0,1
Plectroglyphidodon sindonis,reef-associated,2.2,1
Plectropomus areolatus,reef-associated,4.5,1
Plectropomus laevis,reef-associated,4.14,1
Plectropomus leopardus,reef-associated,4.42,1
Plectropomus maculatus,reef-associated,4.11,1
Plectropomus oligacanthus,reef-associated,4.0,1
Plectropomus punctatus,reef-associated,4.46,1
Plectrypops lima,reef-associated,3.54,1
Plectrypops retrospinis,reef-associated,3.28,1
Plesiobatis daviesi,bathydemersal,4.01,1
Plesionika martia,benthic,3.13,1
Plesiops coeruleolineatus,reef-associated,3.6,1
Plesiops corallicola,reef-associated,3.72,1
Plesiops nakaharae,reef-associated,3.5,1
Plesiops nigricans,reef-associated,3.5,1
Plesiotrygon iwamae,demersal,3.44,1
Pleuragramma antarctica,pelagic-oceanic,3.23,1
Pleurobrachia bachei,pelagic,3.78,1
Pleurobrachia pileus,pelagic,4.0,1
Pleurobranchus forskali,demersal,3.18,1
Pleurogrammus azonus,demersal,3.6,1
Pleurogrammus monopterygius,demersal,3.38,1
Pleuronectes platessa,demersal,3.26,1
Pleuronectes putnami,demersal,3.41,1
Pleuronectes quadrituberculatus,demersal,3.59,1
Pleuronichthys coenosus,demersal,3.16,1
Pleuronichthys decurrens,demersal,3.85,1
Pleuronichthys verticalis,demersal,3.1,1
Pleurosicya bilobata,demersal,2.42,1
Plicofollis argyropleuron,demersal,3.81,1
Plicofollis dussumieri,demersal,4.02,1
Plicofollis platystomus,demersal,3.5,1
Plicofollis polystaphylodon,demersal,3.5,1
Plicofollis tenuispinis,demersal,4.01,1
Plicofollis tonggol,demersal,3.5,1
Pliotrema warreni,demersal,4.16,1
Plotosus canius,demersal,3.88,1
Plotosus limbatus,demersal,3.91,1
Plotosus lineatus,reef-associated,3.57,1
Plotosus nkunga,demersal,3.5,1
Pluvialis squatarola,others,3.48,1
Podarkeopsis capensis,benthic,2.0,1
Podothecus accipenserinus,demersal,3.36,1
Podothecus sachi,demersal,3.29,1
Podothecus sturioides,demersal,3.33,1
Poecilia caucana,benthopelagic,2.58,1
Poecilia latipinna,benthopelagic,2.0,1
Poecilia mexicana,benthopelagic,2.0,1
Poecilia reticulata,benthopelagic,3.2,1
Poecilia sphenops,benthopelagic,2.95,1
Poecilia velifera,benthopelagic,2.95,1
Poecilia vivipara,benthopelagic,2.31,1
Poeciliopsis retropinna,benthopelagic,2.0,1
Poeciliopsis turrubarensis,benthopelagic,2.0,1
Poecilochaetus serpens,benthic,2.0,1
Poecilopsetta colorata,bathydemersal,3.5,1
Poecilopsetta natalensis,bathydemersal,3.5,1
Poecilopsetta plinthus,demersal,3.5,1
Poecilopsetta praelonga,bathydemersal,3.5,1
Pogonias cromis,demersal,3.89,1
Pogonoperca punctata,reef-associated,4.0,1
Pogonophryne marmorata,demersal,3.26,1
Pogonophryne permitini,bathydemersal,3.29,1
Pogonophryne scotti,bathydemersal,3.47,1
Polinices melanostoma,benthic,3.23,1
Pollachius pollachius,benthopelagic,4.32,1
Pollachius virens,demersal,4.31,1
Pollichthys mauli,bathypelagic,3.74,1
Pollimyrus adspersus,demersal,3.19,1
Pollimyrus castelnaui,demersal,3.2,1
Pollimyrus isidori,demersal,2.61,1
Pollimyrus nigricans,demersal,3.4,1
Polyacanthonotus africanus,bathypelagic,3.23,1
Polyacanthonotus challengeri,bathypelagic,3.19,1
Polyacanthonotus rissoanus,bathydemersal,3.49,1
Polyamblyodon germanum,demersal,3.13,1
Polyamblyodon gibbosum,reef-associated,3.55,1
Polybius henslowii,benthic,3.46,1
Polycentrus schomburgkii,benthopelagic,3.5,1
Polydactylus approximans,demersal,3.59,1
Polydactylus macrochir,demersal,3.97,1
Polydactylus microstomus,demersal,3.9,1
Polydactylus mullani,pelagic-oceanic,3.89,1
Polydactylus multiradiatus,demersal,3.1,1
Polydactylus opercularis,demersal,3.62,1
Polydactylus plebeius,demersal,3.59,1
Polydactylus quadrifilis,demersal,4.01,1
Polydactylus sexfilis,reef-associated,3.43,1
Polydactylus sextarius,demersal,3.79,1
Polydactylus virginicus,demersal,3.71,1
Polyipnus nuttingi,benthopelagic,3.27,1
Polylepion russelli,reef-associated,3.5,1
Polymetme corythaeola,benthopelagic,4.4,1
Polymixia berndti,reef-associated,4.02,1
Polymixia japonica,bathypelagic,4.17,1
Polymixia lowei,bathydemersal,4.01,1
Polymixia nobilis,bathydemersal,4.2,1
Polynemus aquilonaris,demersal,3.76,1
Polynemus dubius,demersal,3.7,1
Polynemus melanochir melanochir,demersal,3.5,1
Polynemus multifilis,demersal,3.74,1
Polynemus paradiseus,demersal,3.86,1
Polyodon spathula,demersal,3.4,1
Polypera simushirae,demersal,4.33,1
Polyprion americanus,demersal,4.14,1
Polyprion oxygeneios,demersal,4.45,1
Polypterus bichir,demersal,4.5,1
Polypterus congicus,demersal,3.3,1
Polypterus delhezi,demersal,3.19,1
Polypterus endlicherii,demersal,3.77,1
Polypterus ornatipinnis,demersal,3.69,1
Polypterus palmas,demersal,2.91,1
Polypterus polli,demersal,3.2,1
Polypterus retropinnis,demersal,2.58,1
Polypterus senegalus,demersal,3.54,1
Polyschides olivi,demersal,3.5,1
Polysteganus praeorbitalis,reef-associated,4.5,1
Polysteganus undulosus,reef-associated,4.11,1
Polysticta stelleri,others,3.5,1
Pomacanthus annularis,reef-associated,2.63,1
Pomacanthus arcuatus,reef-associated,3.19,1
Pomacanthus asfur,reef-associated,2.68,1
Pomacanthus chrysurus,reef-associated,2.64,1
Pomacanthus imperator,reef-associated,2.7,1
Pomacanthus maculosus,reef-associated,2.67,1
Pomacanthus navarchus,reef-associated,2.66,1
Pomacanthus paru,reef-associated,2.81,1
Pomacanthus semicirculatus,reef-associated,2.45,1
Pomacanthus sexstriatus,reef-associated,2.63,1
Pomacanthus xanthometopon,reef-associated,2.74,1
Pomacanthus zonipectus,reef-associated,3.06,1
Pomacentrus agassizii,reef-associated,2.7,1
Pomacentrus albicaudatus,reef-associated,2.62,1
Pomacentrus albimaculus,reef-associated,2.0,1
Pomacentrus alexanderae,reef-associated,3.12,1
Pomacentrus alleni,reef-associated,2.74,1
Pomacentrus amboinensis,reef-associated,2.4,1
Pomacentrus aquilus,reef-associated,2.73,1
Pomacentrus aurifrons,reef-associated,3.4,1
Pomacentrus australis,reef-associated,2.69,1
Pomacentrus bankanensis,reef-associated,2.02,1
Pomacentrus brachialis,reef-associated,2.64,1
Pomacentrus burroughi,reef-associated,2.0,1
Pomacentrus caeruleus,reef-associated,2.7,1
Pomacentrus chrysurus,reef-associated,2.64,1
Pomacentrus coelestis,reef-associated,3.18,1
Pomacentrus emarginatus,reef-associated,2.67,1
Pomacentrus grammorhynchus,reef-associated,2.72,1
Pomacentrus lepidogenys,reef-associated,3.4,1
Pomacentrus leptus,reef-associated,2.69,1
Pomacentrus littoralis,reef-associated,2.16,1
Pomacentrus melanochir,reef-associated,3.4,1
Pomacentrus milleri,reef-associated,2.76,1
Pomacentrus moluccensis,reef-associated,2.44,1
Pomacentrus nagasakiensis,reef-associated,2.3,1
Pomacentrus nigromanus,reef-associated,3.23,1
Pomacentrus nigromarginatus,reef-associated,2.64,1
Pomacentrus pavo,reef-associated,3.02,1
Pomacentrus philippinus,reef-associated,2.67,1
Pomacentrus pikei,reef-associated,2.68,1
Pomacentrus reidi,reef-associated,2.6,1
Pomacentrus simsiang,reef-associated,2.66,1
Pomacentrus smithi,reef-associated,2.72,1
Pomacentrus stigma,reef-associated,2.67,1
Pomacentrus taeniometopon,reef-associated,2.0,1
Pomacentrus trichrourus,reef-associated,2.68,1
Pomacentrus trilineatus,reef-associated,2.64,1
Pomacentrus tripunctatus,reef-associated,2.0,1
Pomacentrus vaiuli,reef-associated,3.13,1
Pomacentrus wardi,reef-associated,2.0,1
Pomachromis exilis,reef-associated,3.4,1
Pomachromis guamensis,reef-associated,3.4,1
Pomachromis richardsoni,reef-associated,2.96,1
Pomadasys argenteus,demersal,3.47,1
Pomadasys bayanus,benthopelagic,4.01,1
Pomadasys commersonnii,reef-associated,3.53,1
Pomadasys corvinaeformis,demersal,3.59,1
Pomadasys crocro,demersal,4.03,1
Pomadasys incisus,demersal,3.8,1
Pomadasys jubelini,demersal,3.33,1
Pomadasys kaakan,reef-associated,3.46,1
Pomadasys maculatus,reef-associated,4.04,1
Pomadasys olivaceus,reef-associated,2.64,1
Pomadasys panamensis,demersal,3.79,1
Pomadasys perotaei,benthopelagic,3.31,1
Pomadasys rogerii,benthopelagic,3.55,1
Pomadasys stridens,reef-associated,4.02,1
Pomatomus saltatrix,pelagic-oceanic,4.53,1
Pomatoschistus bathi,demersal,3.25,1
Pomatoschistus canestrinii,demersal,3.18,1
Pomatoschistus lozanoi,demersal,3.13,1
Pomatoschistus marmoratus,demersal,3.35,1
Pomatoschistus microps,demersal,3.29,1
Pomatoschistus minutus,demersal,3.22,1
Pomatoschistus norvegicus,demersal,3.47,1
Pomatoschistus pictus,demersal,3.12,1
Pomatoschistus quagga,demersal,3.28,1
Pomatoschistus tortonesei,demersal,3.43,1
Pomoxis annularis,demersal,4.39,1
Pomoxis nigromaculatus,benthopelagic,4.05,1
Ponticola gorlap,demersal,3.76,1
Ponticola kessleri,benthopelagic,3.47,1
Ponticola ratan,demersal,4.01,1
Ponticola syrman,demersal,3.41,1
Pontinus castor,demersal,3.5,1
Pontinus kuhlii,bathydemersal,4.05,1
Pontinus leda,demersal,3.5,1
Pontocrates arenarius,demersal,2.7,1
Pontoporeia femorata,benthic,2.0,1
Pontoporia blainvillei,pelagic,4.5,1
Poptella brevispina,benthopelagic,3.5,1
Porcostoma dentata,reef-associated,3.34,1
Porichthys myriaster,demersal,4.29,1
Porichthys notatus,demersal,4.04,1
Porichthys plectrodon,demersal,4.47,1
Porichthys porosissimus,demersal,3.73,1
Porochilus obbesi,demersal,3.38,1
Porochilus rendahli,demersal,3.6,1
Poroderma africanum,demersal,3.61,1
Poroderma pantherinum,reef-associated,4.06,1
Porogobius schlegelii,demersal,2.89,1
Poromitra crassiceps,bathypelagic,3.1,1
Poromitra gibbsi,bathypelagic,3.68,1
Poropanchax normani,benthopelagic,3.35,1
Poropuntius kontumensis,benthopelagic,3.2,1
Poropuntius laoensis,benthopelagic,3.2,1
Portunus pelagicus,reef-associated,2.48,1
Portunus sanguinolentus,benthic,4.23,1
Portunus spp,benthic,3.34,1
Potamalosa richmondia,pelagic-neritic,3.28,1
Potamorhina altamazonica,benthopelagic,2.0,1
Potamorhina laticeps,benthopelagic,2.0,1
Potamorhina latior,benthopelagic,2.0,1
Potamosilurus macrorhynchus,benthopelagic,2.95,1
Potamothrissa obtusirostris,pelagic,3.2,1
Potamotrygon magdalenae,benthopelagic,3.2,1
Potamotrygon orbignyi,benthopelagic,3.18,1
Potamotrygon yepezi,benthopelagic,3.2,1
Praealticus bilineatus,reef-associated,2.0,1
Praealticus caesius,pelagic-neritic,2.0,1
Praealticus dayi,demersal,2.0,1
Praealticus labrovittatus,reef-associated,2.0,1
Praealticus margaritatus,pelagic-neritic,2.0,1
Praealticus multistriatus,pelagic-neritic,2.0,1
Praealticus natalis,reef-associated,2.0,1
Praealticus oortii,demersal,2.0,1
Praealticus poptae,reef-associated,2.0,1
Praealticus semicrenatus,demersal,2.0,1
Praealticus striatus,demersal,2.0,1
Praealticus tanegasimae,demersal,2.0,1
Praealticus triangulus,demersal,2.0,1
Praxillella affinis,benthic,2.0,1
Premnas biaculeatus,reef-associated,2.75,1
Priacanthus alalaua,demersal,4.2,1
Priacanthus arenatus,reef-associated,4.04,1
Priacanthus hamrur,reef-associated,3.64,1
Priacanthus macracanthus,reef-associated,4.11,1
Priacanthus meeki,reef-associated,4.2,1
Priacanthus tayenus,reef-associated,3.79,1
Priapella compressa,pelagic,3.2,1
Priapichthys annectens,benthopelagic,3.39,1
Priolepis hipoliti,reef-associated,3.5,1
Prionace glauca,pelagic-oceanic,4.35,1
Prionodraco evansii,demersal,3.29,1
Prionospio malmgreni,benthic,2.0,1
Prionotus alatus,demersal,3.5,1
Prionotus albirostris,reef-associated,3.63,1
Prionotus carolinus,demersal,4.14,1
Prionotus evolans,reef-associated,4.28,1
Prionotus miles,reef-associated,3.5,1
Prionotus nudigula,demersal,4.2,1
Prionotus punctatus,demersal,3.77,1
Prionotus roseus,demersal,3.5,1
Prionotus scitulus,demersal,3.39,1
Prionotus spp,demersal,3.74,1
Prionotus stephanophrys,demersal,3.5,1
Prionurus laticlavius,reef-associated,2.72,1
Prionurus maculatus,reef-associated,2.0,1
Prionurus microlepidotus,reef-associated,2.71,1
Prionurus punctatus,reef-associated,2.0,1
Prionurus scalprum,reef-associated,2.0,1
Pristella maxillaris,pelagic,3.21,1
Pristiapogon exostigma,reef-associated,3.72,1
Pristiapogon fraenatus,reef-associated,3.5,1
Pristiapogon kallopterus,reef-associated,3.54,1
Pristiapogon taeniopterus,reef-associated,3.59,1
Pristicon rhodopterus,reef-associated,3.5,1
Pristicon trimaculatus,reef-associated,3.5,1
Pristigenys serrula,reef-associated,4.03,1
Pristilepis oligolepis,reef-associated,3.99,1
Pristiophorus cirratus,demersal,4.17,1
Pristiophorus japonicus,demersal,3.84,1
Pristipomoides aquilonaris,demersal,3.91,1
Pristipomoides argyrogrammicus,reef-associated,4.18,1
Pristipomoides auricilla,benthopelagic,3.86,1
Pristipomoides filamentosus,benthopelagic,4.19,1
Pristipomoides flavipinnis,reef-associated,3.6,1
Pristipomoides macrophthalmus,benthopelagic,3.87,1
Pristipomoides multidens,demersal,3.84,1
Pristipomoides sieboldii,benthopelagic,3.67,1
Pristipomoides typus,demersal,4.2,1
Pristipomoides zonatus,benthopelagic,4.04,1
Pristis microdon,demersal,3.85,1
Pristis pectinata,demersal,4.5,1
Pristis pristis,demersal,3.97,1
Pristobrycon calmoni,benthopelagic,3.98,1
Pristobrycon striolatus,benthopelagic,2.0,1
Pristolepis fasciata,demersal,3.19,1
Pristotis obtusirostris,reef-associated,3.45,1
Probarbus jullieni,demersal,3.17,1
Probolodus heterostomus,benthopelagic,3.24,1
Proboscidactyla flavicirrata,pelagic,3.25,1
Procellaria aequinoctialis,others,4.02,1
Procellaria cinerea,others,4.28,1
Procellaria conspicillata,others,4.55,1
Procellaria parkinsoni,others,4.55,1
Procellaria westlandica,others,4.28,1
Procelsterna albivitta,others,4.13,1
Procelsterna cerulea,others,3.89,1
Procerodes littoralis,benthic,3.21,1
Prochilodus lineatus,benthopelagic,2.18,1
Prochilodus nigricans,benthopelagic,2.38,1
Prochilodus reticulatus,benthopelagic,2.0,1
Prochilodus rubrotaeniatus,benthopelagic,2.0,1
Procottus jeittelesii,benthopelagic,3.29,1
Procypris rabaudi,benthopelagic,3.5,1
Proeutropiichthys taakree,demersal,3.2,1
Profundulus hildebrandi,benthopelagic,2.8,1
Prognathodes aculeatus,reef-associated,3.36,1
Prognathodes dichrous,reef-associated,3.5,1
Prognathodes falcifer,reef-associated,3.31,1
Prognathodes guyanensis,reef-associated,2.85,1
Prognichthys sealei,pelagic-oceanic,3.08,1
Prolatilus jugularis,demersal,3.7,1
Proloricaria prolixa,demersal,3.0,1
Promethichthys prometheus,benthopelagic,4.18,1
Pronotogrammus multifasciatus,demersal,3.1,1
Proscyllium habereri,demersal,4.13,1
Prosopium coulterii,benthopelagic,3.06,1
Prosopium cylindraceum,demersal,3.3,1
Prosopium williamsoni,benthopelagic,3.66,1
Proterorhinus marmoratus,demersal,3.48,1
Protochondrostoma genei,benthopelagic,2.72,1
Protodorvillea kefersteini,benthic,2.0,1
Protogobius attiti,benthopelagic,3.6,1
Protogrammus sousai,bathydemersal,3.5,1
Protomelas dejunctus,benthopelagic,2.68,1
Protomelas insignis,benthopelagic,2.5,1
Protomelas kirkii,benthopelagic,3.41,1
Protomelas labridens,benthopelagic,3.42,1
Protomelas marginatus,benthopelagic,2.0,1
Protomelas pleurotaenia,benthopelagic,3.5,1
Protomelas similis,benthopelagic,2.0,1
Protomelas spilonotus,benthopelagic,3.36,1
Protomelas taeniolatus,benthopelagic,3.21,1
Protomyctophum andriashevi,bathypelagic,3.39,1
Protomyctophum arcticum,bathypelagic,3.1,1
Protomyctophum bolini,bathypelagic,3.04,1
Protomyctophum choriodon,bathypelagic,4.2,1
Protomyctophum luciferum,bathypelagic,3.5,1
Protomyctophum normani,bathypelagic,3.28,1
Protonibea diacanthus,demersal,3.5,1
Protopterus aethiopicus,demersal,4.4,2
Protopterus annectens,demersal,3.6950000000000003,2
Protopterus dolloi,demersal,3.2,1
Protoreaster nodosus,reef-associated,2.0,1
Protosciaena bathytatos,demersal,4.06,1
Prototroctes maraena,demersal,2.75,1
Psammobatis lentiginosa,demersal,3.5,1
Psammogobius knysnaensis,demersal,3.28,1
Psammoperca waigiensis,reef-associated,4.02,1
Psectrogaster amazonica,benthopelagic,2.0,1
Psectrogaster ciliata,benthopelagic,2.0,1
Psectrogaster curviventris,benthopelagic,2.0,1
Psectrogaster rutiloides,benthopelagic,2.0,1
